time,topic,body
2025-05-02 13:48:39.728863+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""Concentration"": 0.00005641704046865925, ""CasRegistryNumber"": 74986}"
2025-05-02 13:48:39.732723+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""PressureAt"": ""-0.0128586214""}"
2025-05-02 13:48:39.736677+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 0.14618395268917084, ""StartDate"": ""2025-05-02T13:48:40.000Z""}"
2025-05-02 13:48:39.740125+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""TemperatureC"": ""35.950"", ""VibrationTemperatureC"": ""0.970"", ""XVibrationVelocityRmsMPerS"": ""0.06513"", ""YVibrationVelocityRmsMPerS"": ""0.08703"", ""ZVibrationVelocityRmsMPerS"": ""0.00404""}"
2025-05-02 13:48:39.744184+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 0.36947157979011536, ""StartDate"": ""2025-05-02T13:48:40.000Z""}"
2025-05-02 13:48:39.747654+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""TemperatureC"": ""-17.520"", ""VibrationTemperatureC"": ""12.100"", ""XVibrationDisplacementRmsM"": ""0.00065130"", ""YVibrationDisplacementRmsM"": ""0.00087030"", ""ZVibrationDisplacementRmsM"": ""0.00004040""}"
2025-05-02 13:48:39.751839+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""PressureAt"": ""1.3080205779"", ""TemperatureC"": ""-39.700""}"
2025-05-02 13:48:39.756384+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""TemperatureC"": ""30.780""}"
2025-05-02 13:48:39.760335+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""TemperatureC_1"": ""35.950"", ""TemperatureC_2"": ""-17.520"", ""VibrationTemperatureC_1"": ""0.970"", ""VibrationTemperatureC_2"": ""39.980"", ""XVibrationDisplacementRmsM_1"": ""0.00018070"", ""XVibrationDisplacementRmsM_2"": ""0.00043930"", ""YVibrationDisplacementRmsM_1"": ""0.00098270"", ""YVibrationDisplacementRmsM_2"": ""0.00088480"", ""ZVibrationDisplacementRmsM_1"": ""0.00041730"", ""ZVibrationDisplacementRmsM_2"": ""0.00097650""}"
2025-05-02 13:48:39.763651+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""TemperatureC"": ""-4.850"", ""VibrationTemperatureC"": ""-39.700"", ""XVibrationAccelerationRmsMPerS2"": ""0.650"", ""YVibrationAccelerationRmsMPerS2"": ""0.870"", ""ZVibrationAccelerationRmsMPerS2"": ""0.040""}"
2025-05-02 13:48:39.767469+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 3.7629663944244385, ""ClassId"": 22126, ""StartDate"": ""2025-05-02T13:48:40.000Z""}"
2025-05-02 13:48:39.771172+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""StateChangedCounter"": 11}"
2025-05-02 13:48:39.775064+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""TemperatureC"": ""-4.850""}"
2025-05-02 13:48:39.778638+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""TemperatureC"": [""-25.530"", ""12.100"", ""38.620"", ""29.620""]}"
2025-05-02 13:48:39.782326+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 18.07915687561035, ""CurrentB"": 98.27764892578125, ""CurrentC"": 4.041504859924316, ""StartDate"": ""2025-05-02T13:48:40.000Z""}"
2025-05-02 13:48:39.788528+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""TemperatureC_1"": ""35.950"", ""TemperatureC_2"": ""39.980"", ""VibrationTemperatureC_1"": ""0.970"", ""VibrationTemperatureC_2"": ""39.980"", ""XVibrationVelocityRmsMPerS_1"": ""0.01807"", ""XVibrationVelocityRmsMPerS_2"": ""0.04393"", ""YVibrationVelocityRmsMPerS_1"": ""0.09827"", ""YVibrationVelocityRmsMPerS_2"": ""0.08848"", ""ZVibrationVelocityRmsMPerS_1"": ""0.04173"", ""ZVibrationVelocityRmsMPerS_2"": ""0.09765""}"
2025-05-02 13:48:39.792173+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""Concentration"": 0.00000015505126782500156, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:48:39.807309+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-02T13:48:40.000Z"", ""TemperatureC_1"": ""-4.850"", ""TemperatureC_2"": ""30.780"", ""VibrationTemperatureC_1"": ""-25.530"", ""VibrationTemperatureC_2"": ""30.780"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.180"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.430"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.980"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.880"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.410"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.970""}"
2025-05-02 13:49:10.448709+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-02T13:49:10.000Z"", ""DiscreteStatus"": 1}"
2025-05-02 13:49:37.611489+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""Concentration"": 0.040415048599243164, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:49:37.646987+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""DiscreteStatus"": 1}"
2025-05-02 13:49:37.692327+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""FrequencyRpm"": 909.2081298828125}"
2025-05-02 13:49:37.698462+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""Concentration"": 0.000607185298576951, ""CasRegistryNumber"": 74986}"
2025-05-02 13:49:37.702807+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""PressureAt"": ""0.0620293372""}"
2025-05-02 13:49:37.706339+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 0.6051881313323975, ""StartDate"": ""2025-05-02T13:49:40.000Z""}"
2025-05-02 13:49:37.709777+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""TemperatureC"": ""39.420"", ""VibrationTemperatureC"": ""-10.230"", ""XVibrationVelocityRmsMPerS"": ""0.05121"", ""YVibrationVelocityRmsMPerS"": ""0.09494"", ""ZVibrationVelocityRmsMPerS"": ""0.01137""}"
2025-05-02 13:49:37.713423+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 4.041504859924316, ""StartDate"": ""2025-05-02T13:49:40.000Z""}"
2025-05-02 13:49:37.717041+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""TemperatureC"": ""-6.780"", ""VibrationTemperatureC"": ""0.970"", ""XVibrationDisplacementRmsM"": ""0.00051210"", ""YVibrationDisplacementRmsM"": ""0.00094940"", ""ZVibrationDisplacementRmsM"": ""0.00011370""}"
2025-05-02 13:49:37.720628+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""PressureAt"": ""1.0241723728"", ""TemperatureC"": ""-36.760""}"
2025-05-02 13:49:37.724833+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""TemperatureC"": ""22.420""}"
2025-05-02 13:49:37.729114+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""TemperatureC_1"": ""39.420"", ""TemperatureC_2"": ""-6.780"", ""VibrationTemperatureC_1"": ""-10.230"", ""VibrationTemperatureC_2"": ""38.660"", ""XVibrationDisplacementRmsM_1"": ""0.00008590"", ""XVibrationDisplacementRmsM_2"": ""0.00030300"", ""YVibrationDisplacementRmsM_1"": ""0.00092710"", ""YVibrationDisplacementRmsM_2"": ""0.00078030"", ""ZVibrationDisplacementRmsM_1"": ""0.00055840"", ""ZVibrationDisplacementRmsM_2"": ""0.00099980""}"
2025-05-02 13:49:37.73269+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""TemperatureC"": ""-15.750"", ""VibrationTemperatureC"": ""-36.760"", ""XVibrationAccelerationRmsMPerS2"": ""0.510"", ""YVibrationAccelerationRmsMPerS2"": ""0.940"", ""ZVibrationAccelerationRmsMPerS2"": ""0.110""}"
2025-05-02 13:49:37.736537+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 2.259894609451294, ""ClassId"": 22126, ""StartDate"": ""2025-05-02T13:49:40.000Z""}"
2025-05-02 13:49:37.740064+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""StateChangedCounter"": 121}"
2025-05-02 13:49:37.743795+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""TemperatureC"": ""-15.750""}"
2025-05-02 13:49:37.747854+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""TemperatureC"": [""-33.120"", ""0.970"", ""34.170"", ""35.950""]}"
2025-05-02 13:49:37.751231+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 8.59737777709961, ""CurrentB"": 92.719482421875, ""CurrentC"": 11.374565124511719, ""StartDate"": ""2025-05-02T13:49:40.000Z""}"
2025-05-02 13:49:37.754675+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""TemperatureC_1"": ""39.420"", ""TemperatureC_2"": ""38.660"", ""VibrationTemperatureC_1"": ""-10.230"", ""VibrationTemperatureC_2"": ""38.660"", ""XVibrationVelocityRmsMPerS_1"": ""0.00859"", ""XVibrationVelocityRmsMPerS_2"": ""0.03030"", ""YVibrationVelocityRmsMPerS_1"": ""0.09271"", ""YVibrationVelocityRmsMPerS_2"": ""0.07803"", ""ZVibrationVelocityRmsMPerS_1"": ""0.05584"", ""ZVibrationVelocityRmsMPerS_2"": ""0.09998""}"
2025-05-02 13:49:37.758432+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""Concentration"": 0.0000007021841952337127, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:49:37.762048+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-02T13:49:40.000Z"", ""TemperatureC_1"": ""-15.750"", ""TemperatureC_2"": ""22.420"", ""VibrationTemperatureC_1"": ""-33.120"", ""VibrationTemperatureC_2"": ""22.420"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.080"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.300"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.920"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.780"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.550"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.990""}"
2025-05-02 13:49:49.583031+03,Auton_json/A405/0123/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:49:50.000Z"", ""BatteryLevel"": 52, ""RemoteConnectionLevel"": 95}"
2025-05-02 13:49:49.62093+03,Auton_json/A405-10/0512/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:49:50.000Z"", ""BatteryLevel"": 10, ""RemoteConnectionLevel"": 92}"
2025-05-02 13:49:49.645873+03,Auton_json/A205/0006/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:49:50.000Z"", ""BatteryLevel"": 10, ""RemoteConnectionLevel"": 92}"
2025-05-02 13:49:49.651071+03,Auton_json/A555-10/1022/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:49:50.000Z"", ""BatteryLevel"": 10, ""RemoteConnectionLevel"": 92}"
2025-05-02 13:49:49.653833+03,Auton_json/A835/0551/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:49:50.000Z"", ""BatteryLevel"": 10, ""RemoteConnectionLevel"": 92}"
2025-05-02 13:49:49.657946+03,Auton_json/A845/0914/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:49:50.000Z"", ""BatteryLevel"": 10, ""RemoteConnectionLevel"": 92}"
2025-05-02 13:49:53.379436+03,Auton_json/A605-20/1856/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:49:54.000Z"", ""BatteryLevel"": 24, ""RemoteConnectionLevel"": 99}"
2025-05-02 13:49:53.413032+03,Auton_json/A125/0326/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:49:54.000Z"", ""BatteryLevel"": 24, ""RemoteConnectionLevel"": 99}"
2025-05-02 13:49:53.437265+03,Auton_json/A605-10/0791/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:49:54.000Z"", ""BatteryLevel"": 24, ""RemoteConnectionLevel"": 99}"
2025-05-02 13:50:08.382133+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-02T13:50:10.000Z"", ""DiscreteStatus"": 1}"
2025-05-02 13:50:09.062057+03,Auton_json/A225/0343/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:50:11.000Z"", ""BatteryLevel"": 95, ""RemoteConnectionLevel"": 51}"
2025-05-02 13:50:21.771408+03,Auton_json/A215/0831/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-02T13:50:22.000Z"", ""BatteryLevel"": 89, ""RemoteConnectionLevel"": 7}"
2025-05-02 13:50:38.467228+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""Concentration"": 0.11374565213918686, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:50:38.492304+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""DiscreteStatus"": 1}"
2025-05-02 13:50:38.495508+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""FrequencyRpm"": 547.4937133789062}"
2025-05-02 13:50:38.499141+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""Concentration"": 0.0017070710891857743, ""CasRegistryNumber"": 74986}"
2025-05-02 13:50:38.503172+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""PressureAt"": ""0.2115809170""}"
2025-05-02 13:50:38.506434+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 1.5218206644058228, ""StartDate"": ""2025-05-02T13:50:40.000Z""}"
2025-05-02 13:50:38.509905+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""TemperatureC"": ""39.740"", ""VibrationTemperatureC"": ""-20.630"", ""XVibrationVelocityRmsMPerS"": ""0.03720"", ""YVibrationVelocityRmsMPerS"": ""0.09927"", ""ZVibrationVelocityRmsMPerS"": ""0.02178""}"
2025-05-02 13:50:38.51411+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 11.374565124511719, ""StartDate"": ""2025-05-02T13:50:40.000Z""}"
2025-05-02 13:50:38.517377+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""TemperatureC"": ""4.500"", ""VibrationTemperatureC"": ""-10.230"", ""XVibrationDisplacementRmsM"": ""0.00037200"", ""YVibrationDisplacementRmsM"": ""0.00099270"", ""ZVibrationDisplacementRmsM"": ""0.00021780""}"
2025-05-02 13:50:38.521239+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""PressureAt"": ""0.7383357212"", ""TemperatureC"": ""-30.900""}"
2025-05-02 13:50:38.52502+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""TemperatureC"": ""12.270""}"
2025-05-02 13:50:38.546866+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""TemperatureC_1"": ""39.740"", ""TemperatureC_2"": ""4.500"", ""VibrationTemperatureC_1"": ""-20.630"", ""VibrationTemperatureC_2"": ""34.260"", ""XVibrationDisplacementRmsM_1"": ""0.00002410"", ""XVibrationDisplacementRmsM_2"": ""0.00018240"", ""YVibrationDisplacementRmsM_1"": ""0.00083750"", ""YVibrationDisplacementRmsM_2"": ""0.00065340"", ""ZVibrationDisplacementRmsM_1"": ""0.00069480"", ""ZVibrationDisplacementRmsM_2"": ""0.00098330""}"
2025-05-02 13:50:38.550421+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""TemperatureC"": ""-25.400"", ""VibrationTemperatureC"": ""-30.900"", ""XVibrationAccelerationRmsMPerS2"": ""0.370"", ""YVibrationAccelerationRmsMPerS2"": ""0.990"", ""ZVibrationAccelerationRmsMPerS2"": ""0.210""}"
2025-05-02 13:50:38.554191+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 1.0746722221374512, ""ClassId"": 22126, ""StartDate"": ""2025-05-02T13:50:40.000Z""}"
2025-05-02 13:50:38.558082+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""StateChangedCounter"": 341}"
2025-05-02 13:50:38.561784+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""TemperatureC"": ""-25.400""}"
2025-05-02 13:50:38.565474+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""TemperatureC"": [""-38.060"", ""-10.230"", ""27.000"", ""39.420""]}"
2025-05-02 13:50:38.57327+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 2.413708448410034, ""CurrentB"": 83.75830078125, ""CurrentC"": 21.78450584411621, ""StartDate"": ""2025-05-02T13:50:40.000Z""}"
2025-05-02 13:50:38.599929+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""TemperatureC_1"": ""39.740"", ""TemperatureC_2"": ""34.260"", ""VibrationTemperatureC_1"": ""-20.630"", ""VibrationTemperatureC_2"": ""34.260"", ""XVibrationVelocityRmsMPerS_1"": ""0.00241"", ""XVibrationVelocityRmsMPerS_2"": ""0.01824"", ""YVibrationVelocityRmsMPerS_1"": ""0.08375"", ""YVibrationVelocityRmsMPerS_2"": ""0.06534"", ""ZVibrationVelocityRmsMPerS_1"": ""0.06948"", ""ZVibrationVelocityRmsMPerS_2"": ""0.09833""}"
2025-05-02 13:50:38.603933+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""Concentration"": 0.0000017948102595255477, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:50:38.625234+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-02T13:50:40.000Z"", ""TemperatureC_1"": ""-25.400"", ""TemperatureC_2"": ""12.270"", ""VibrationTemperatureC_1"": ""-38.060"", ""VibrationTemperatureC_2"": ""12.270"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.020"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.180"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.830"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.650"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.690"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.980""}"
2025-05-02 13:51:09.237133+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-02T13:51:10.000Z"", ""DiscreteStatus"": 1}"
2025-05-02 13:51:39.353805+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""Concentration"": 0.21784506738185883, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:51:39.391654+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""DiscreteStatus"": 0}"
2025-05-02 13:51:39.421006+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""FrequencyRpm"": 261.6554260253906}"
2025-05-02 13:51:39.424236+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""Concentration"": 0.003268458181992173, ""CasRegistryNumber"": 74986}"
2025-05-02 13:51:39.427967+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""PressureAt"": ""0.4238858326""}"
2025-05-02 13:51:39.43176+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 2.823063373565674, ""StartDate"": ""2025-05-02T13:51:40.000Z""}"
2025-05-02 13:51:39.435516+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""TemperatureC"": ""36.900"", ""VibrationTemperatureC"": ""-29.380"", ""XVibrationVelocityRmsMPerS"": ""0.02420"", ""YVibrationVelocityRmsMPerS"": ""0.09968"", ""ZVibrationVelocityRmsMPerS"": ""0.03444""}"
2025-05-02 13:51:39.439285+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 21.78450584411621, ""StartDate"": ""2025-05-02T13:51:40.000Z""}"
2025-05-02 13:51:39.442853+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""TemperatureC"": ""15.420"", ""VibrationTemperatureC"": ""-20.630"", ""XVibrationDisplacementRmsM"": ""0.00024200"", ""YVibrationDisplacementRmsM"": ""0.00099680"", ""ZVibrationDisplacementRmsM"": ""0.00034440""}"
2025-05-02 13:51:39.448117+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""PressureAt"": ""0.4733012803"", ""TemperatureC"": ""-22.570""}"
2025-05-02 13:51:39.451459+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""TemperatureC"": ""1.150""}"
2025-05-02 13:51:39.454233+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""TemperatureC_1"": ""36.900"", ""TemperatureC_2"": ""15.420"", ""VibrationTemperatureC_1"": ""-29.380"", ""VibrationTemperatureC_2"": ""27.130"", ""XVibrationDisplacementRmsM_1"": ""0.00000020"", ""XVibrationDisplacementRmsM_2"": ""0.00008720"", ""YVibrationDisplacementRmsM_1"": ""0.00072100"", ""YVibrationDisplacementRmsM_2"": ""0.00051430"", ""ZVibrationDisplacementRmsM_1"": ""0.00081570"", ""ZVibrationDisplacementRmsM_2"": ""0.00092830""}"
2025-05-02 13:51:39.457535+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""TemperatureC"": ""-33.020"", ""VibrationTemperatureC"": ""-22.570"", ""XVibrationAccelerationRmsMPerS2"": ""0.240"", ""YVibrationAccelerationRmsMPerS2"": ""0.990"", ""ZVibrationAccelerationRmsMPerS2"": ""0.340""}"
2025-05-02 13:51:39.461152+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 0.3017135560512543, ""ClassId"": 22126, ""StartDate"": ""2025-05-02T13:51:40.000Z""}"
2025-05-02 13:51:39.464319+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""StateChangedCounter"": 653}"
2025-05-02 13:51:39.468882+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""TemperatureC"": ""-33.020""}"
2025-05-02 13:51:39.473275+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""TemperatureC"": [""-39.980"", ""-20.630"", ""17.680"", ""39.740""]}"
2025-05-02 13:51:39.476491+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 0.020735641941428185, ""CurrentB"": 72.10795593261719, ""CurrentC"": 34.44207763671875, ""StartDate"": ""2025-05-02T13:51:40.000Z""}"
2025-05-02 13:51:39.480269+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""TemperatureC_1"": ""36.900"", ""TemperatureC_2"": ""27.130"", ""VibrationTemperatureC_1"": ""-29.380"", ""VibrationTemperatureC_2"": ""27.130"", ""XVibrationVelocityRmsMPerS_1"": ""0.00002"", ""XVibrationVelocityRmsMPerS_2"": ""0.00872"", ""YVibrationVelocityRmsMPerS_1"": ""0.07210"", ""YVibrationVelocityRmsMPerS_2"": ""0.05143"", ""ZVibrationVelocityRmsMPerS_1"": ""0.08157"", ""ZVibrationVelocityRmsMPerS_2"": ""0.09283""}"
2025-05-02 13:51:39.48389+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""Concentration"": 0.000003345891400385881, ""CasRegistryNumber"": 7783064}"
